timestamp,temple_id,day_of_week,month,festival,holiday,weather,temperature,rainfall,entry_count,exit_count,current_crowd,queue_length,active_counters,average_service_time,darshan_type,staff_count,security_count,zone_id,zone_capacity,waiting_time,crowd_density,risk_level
2025-01-01 21:30:00,TEMPLE-003,2,1,0,0,Sunny,28.9,0.0,807,666,2221,508,5,3.3,General Darshan,31,18,parking_lot,5000,13.4,0.089,Low
2025-01-01 21:40:00,TEMPLE-001,2,1,0,0,Cloudy,25.3,0.0,778,811,2010,535,3,2.6,General Darshan,24,22,darshan_hall,2500,18.5,0.161,Low
2025-01-01 21:50:00,TEMPLE-001,2,1,0,0,Clear,26.0,0.0,834,685,2496,665,4,3.5,Divyang,21,15,darshan_hall,2500,23.3,0.2,Low
2025-01-01 22:00:00,TEMPLE-001,2,1,0,0,Cloudy,34.0,0.0,838,800,2229,529,4,2.2,VIP,22,12,prasadam_area,2000,11.6,0.223,Low
2025-01-01 22:10:00,TEMPLE-001,2,1,0,0,Clear,27.5,0.0,939,676,2724,777,3,2.2,General Darshan,24,19,darshan_hall,2500,22.8,0.218,Low
2025-01-01 22:20:00,TEMPLE-002,2,1,0,0,Sunny,32.2,0.0,736,765,2223,527,4,3.8,General Darshan,32,17,prasadam_area,2000,20.0,0.222,Low
2025-01-01 22:30:00,TEMPLE-002,2,1,0,0,Clear,30.9,0.0,823,831,2362,578,5,3.0,Children / Family,24,19,queue_area,4500,13.9,0.105,Low
2025-01-01 22:40:00,TEMPLE-002,2,1,0,0,Cloudy,33.4,0.0,781,653,2155,515,5,3.4,Special Darshan,33,17,darshan_hall,2500,14.0,0.172,Low
2025-01-01 22:50:00,TEMPLE-003,2,1,0,0,Clear,32.4,0.0,745,672,2024,556,3,2.6,General Darshan,35,19,queue_area,4500,19.3,0.09,Low
2025-01-01 23:00:00,TEMPLE-003,2,1,0,0,Clear,25.3,0.0,803,664,2248,530,4,2.1,Divyang,31,14,queue_area,4500,11.1,0.1,Low
2025-01-01 23:10:00,TEMPLE-003,2,1,0,0,Sunny,32.8,0.0,752,669,2289,544,4,3.3,Senior Citizen,35,14,prasadam_area,2000,18.0,0.229,Low
2025-01-01 23:20:00,TEMPLE-001,2,1,0,0,Sunny,25.3,0.0,675,701,2035,437,5,2.7,Divyang,28,12,main_entrance,3000,9.4,0.136,Low
2025-01-01 23:30:00,TEMPLE-002,2,1,0,0,Cloudy,24.6,0.0,946,818,2603,656,5,2.0,Special Darshan,29,25,parking_lot,5000,10.5,0.104,Low
2025-01-01 23:40:00,TEMPLE-001,2,1,0,0,Sunny,21.5,0.0,818,765,2460,640,3,3.5,Children / Family,34,12,parking_lot,5000,29.9,0.098,Low
2025-01-01 23:50:00,TEMPLE-003,2,1,0,0,Cloudy,32.3,0.0,664,707,2040,543,3,4.3,VIP,30,20,main_entrance,3000,31.1,0.136,Low
2025-01-02 00:00:00,TEMPLE-002,3,1,0,0,Sunny,32.3,0.0,774,826,2258,545,5,3.1,Special Darshan,21,24,darshan_hall,2500,13.5,0.181,Low
2025-01-02 00:10:00,TEMPLE-003,3,1,0,0,Cloudy,25.1,0.0,878,816,2372,598,4,3.0,Children / Family,27,16,queue_area,4500,17.9,0.105,Low
2025-01-02 00:20:00,TEMPLE-001,3,1,0,0,Cloudy,27.8,0.0,679,812,1922,437,4,3.9,Divyang,30,11,prasadam_area,2000,17.0,0.192,Low
2025-01-02 00:30:00,TEMPLE-001,3,1,0,0,Clear,29.2,0.0,691,730,1763,395,4,2.7,Children / Family,28,18,exit_gates,2000,10.7,0.176,Low
2025-01-02 00:40:00,TEMPLE-003,3,1,0,0,Cloudy,27.3,0.0,735,696,1911,520,3,3.3,Children / Family,26,21,darshan_hall,2500,22.9,0.153,Low
2025-01-02 00:50:00,TEMPLE-001,3,1,0,0,Clear,21.9,0.0,826,748,2475,669,3,2.8,General Darshan,34,14,darshan_hall,2500,25.0,0.198,Low
2025-01-02 01:00:00,TEMPLE-002,3,1,0,0,Clear,32.9,0.0,912,723,2353,584,4,3.1,VIP,28,25,prasadam_area,2000,18.1,0.235,Low
2025-01-02 01:10:00,TEMPLE-002,3,1,0,0,Sunny,25.9,0.0,772,826,2223,544,4,2.1,Divyang,28,21,exit_gates,2000,11.4,0.222,Low
2025-01-02 01:20:00,TEMPLE-001,3,1,0,0,Sunny,21.7,0.0,772,739,2283,608,3,3.3,Special Darshan,28,10,parking_lot,5000,26.8,0.091,Low
2025-01-02 01:30:00,TEMPLE-003,3,1,0,0,Sunny,20.0,0.0,788,793,2062,484,4,2.6,General Darshan,27,24,main_entrance,3000,12.6,0.137,Low
2025-01-02 01:40:00,TEMPLE-002,3,1,0,0,Cloudy,29.1,0.0,785,787,2388,600,4,4.0,Senior Citizen,28,11,exit_gates,2000,24.0,0.239,Low
2025-01-02 01:50:00,TEMPLE-001,3,1,0,0,Clear,24.0,0.0,767,682,2283,554,4,4.1,Special Darshan,34,11,exit_gates,2000,22.7,0.228,Low
2025-01-02 02:00:00,TEMPLE-003,3,1,0,0,Sunny,29.7,0.0,748,815,2064,548,3,3.1,Children / Family,33,22,queue_area,4500,22.7,0.092,Low
2025-01-02 02:10:00,TEMPLE-002,3,1,0,0,Cloudy,24.7,0.0,930,757,2653,735,3,3.7,Children / Family,21,14,darshan_hall,2500,36.3,0.212,Low
2025-01-02 02:20:00,TEMPLE-003,3,1,0,0,Sunny,22.6,0.0,698,771,2148,457,5,3.2,General Darshan,25,19,parking_lot,5000,11.7,0.086,Low
2025-01-02 02:30:00,TEMPLE-001,3,1,0,0,Sunny,28.7,0.0,715,851,2119,462,5,3.7,Special Darshan,28,12,queue_area,4500,13.7,0.094,Low
2025-01-02 02:40:00,TEMPLE-001,3,1,0,0,Cloudy,22.1,0.0,692,666,1921,483,3,4.1,Divyang,25,18,queue_area,4500,26.4,0.085,Low
2025-01-02 02:50:00,TEMPLE-003,3,1,0,0,Cloudy,23.3,0.0,817,688,2358,636,3,4.3,VIP,33,24,queue_area,4500,36.5,0.105,Low
2025-01-02 03:00:00,TEMPLE-003,3,1,0,0,Clear,32.5,0.0,864,662,2387,666,3,3.2,Divyang,23,14,main_entrance,3000,28.4,0.159,Low
2025-01-02 03:10:00,TEMPLE-002,3,1,0,0,Cloudy,25.0,0.0,704,732,1809,446,4,3.2,Divyang,26,22,prasadam_area,2000,14.3,0.181,Low
2025-01-02 03:20:00,TEMPLE-003,3,1,0,0,Sunny,21.7,0.0,920,806,2748,744,3,3.6,Divyang,27,24,prasadam_area,2000,35.7,0.275,Low
2025-01-02 03:30:00,TEMPLE-002,3,1,0,0,Sunny,22.4,0.0,827,665,2406,612,4,4.3,Special Darshan,34,16,prasadam_area,2000,26.3,0.241,Low
2025-01-02 03:40:00,TEMPLE-001,3,1,0,0,Sunny,32.6,0.0,843,666,2470,599,5,3.7,General Darshan,22,17,exit_gates,2000,17.7,0.247,Low
2025-01-02 03:50:00,TEMPLE-003,3,1,0,0,Clear,32.2,0.0,716,653,1830,435,4,2.8,Special Darshan,25,21,queue_area,4500,12.2,0.081,Low
2025-01-02 04:00:00,TEMPLE-002,3,1,0,0,Clear,31.1,0.0,703,833,2112,504,5,2.7,Senior Citizen,33,10,parking_lot,5000,10.9,0.084,Low
2025-01-02 04:10:00,TEMPLE-001,3,1,0,0,Sunny,30.8,0.0,696,764,1815,375,5,2.2,Special Darshan,23,24,exit_gates,2000,6.6,0.181,Low
2025-01-02 04:20:00,TEMPLE-001,3,1,0,0,Cloudy,25.0,0.0,669,690,2031,529,3,4.0,VIP,26,17,prasadam_area,2000,28.2,0.203,Low
2025-01-02 04:30:00,TEMPLE-003,3,1,0,0,Clear,29.5,0.0,946,839,2646,698,3,4.4,General Darshan,34,10,prasadam_area,2000,40.9,0.265,Low
2025-01-02 04:40:00,TEMPLE-001,3,1,0,0,Cloudy,24.6,0.0,735,648,2000,495,3,3.4,VIP,23,17,exit_gates,2000,22.4,0.2,Low
2025-01-02 04:50:00,TEMPLE-002,3,1,0,0,Cloudy,24.3,0.0,893,638,2382,584,4,4.3,Children / Family,34,24,exit_gates,2000,25.1,0.238,Low
2025-01-02 05:00:00,TEMPLE-001,3,1,0,0,Sunny,33.0,0.0,731,789,1914,426,5,2.8,Senior Citizen,32,12,main_entrance,3000,9.5,0.128,Low
2025-01-02 05:10:00,TEMPLE-001,3,1,0,0,Clear,29.6,0.0,803,863,2211,518,5,2.3,Children / Family,20,18,darshan_hall,2500,9.5,0.177,Low
2025-01-02 05:20:00,TEMPLE-003,3,1,0,0,Cloudy,26.0,0.0,658,634,1993,491,4,2.3,Children / Family,25,17,exit_gates,2000,11.3,0.199,Low
2025-01-02 05:30:00,TEMPLE-003,3,1,0,0,Cloudy,28.9,0.0,780,766,2147,499,4,3.9,Children / Family,31,13,parking_lot,5000,19.5,0.086,Low
