id,date,hour,day_of_week,day_name,month,is_weekend,is_holiday,is_festival,festival_type,special_event,weather,temperature,rainfall,previous_hour_visitors,previous_day_visitors,entry_rate,exit_rate,queue_length,number_of_open_gates,staff_available,average_service_time,waiting_time,visitor_count,crowd_level,risk_level,incident_count
34,2025-01-02,9,3,Thursday,1,0,0,0,None,0,Clear,23.1,0.0,3506,43836,1617,1393,5334,3,29,2.46,547.5,3546,MODERATE,CRITICAL,0
35,2025-01-02,10,3,Thursday,1,0,0,0,None,0,Clear,24.4,0.0,3546,43836,1354,1388,1094,4,16,3.05,97.7,2803,LOW,MEDIUM,0
36,2025-01-02,11,3,Thursday,1,0,0,0,None,0,Light Rain,27.6,2.5,2803,43836,773,758,681,3,19,3.07,78.8,1807,LOW,LOW,0
37,2025-01-02,12,3,Thursday,1,0,0,0,None,0,Heavy Rain,25.5,24.3,1807,43836,524,601,469,4,25,2.96,48.2,1236,LOW,LOW,0
38,2025-01-02,13,3,Thursday,1,0,0,0,None,0,Clear,24.6,0.0,1236,43836,582,484,393,4,17,2.91,43.1,1191,LOW,LOW,0
39,2025-01-02,14,3,Thursday,1,0,0,0,None,0,Clear,24.7,0.0,1191,43836,586,564,409,4,29,2.21,36.2,1214,LOW,LOW,0
40,2025-01-02,15,3,Thursday,1,0,0,0,None,0,Clear,24.3,0.0,1214,43836,784,784,536,3,26,3.05,71.6,1641,LOW,LOW,0
41,2025-01-02,16,3,Thursday,1,0,0,0,None,0,Clear,24.7,0.0,1641,43836,989,990,1057,2,17,3.22,186.4,2460,LOW,MEDIUM,0
42,2025-01-02,17,3,Thursday,1,0,0,0,None,0,Cloudy,21.1,0.0,2460,43836,1433,1660,1119,4,29,2.19,98.6,3396,MODERATE,MEDIUM,0
43,2025-01-02,18,3,Thursday,1,0,0,0,None,0,Clear,21.7,0.0,3396,43836,1439,1267,2104,2,16,3.06,360.2,3432,MODERATE,CRITICAL,0
44,2025-01-02,19,3,Thursday,1,0,0,0,None,0,Clear,18.3,0.0,3432,43836,1385,1389,1998,2,16,2.86,337.2,3315,MODERATE,CRITICAL,0
45,2025-01-02,20,3,Thursday,1,0,0,0,None,0,Clear,18.3,0.0,3315,43836,1575,1051,2229,2,28,2.44,375.8,2928,LOW,CRITICAL,0
46,2025-01-02,21,3,Thursday,1,0,0,0,None,0,Clear,17.3,0.0,2928,43836,726,694,695,3,26,2.75,84.9,1791,LOW,LOW,0
47,2025-01-02,22,3,Thursday,1,0,0,0,None,0,Clear,18.0,0.0,1791,43836,430,332,276,2,19,2.74,50.9,942,LOW,LOW,0
48,2025-01-02,23,3,Thursday,1,0,0,0,None,0,Cloudy,14.6,0.0,942,43836,182,172,204,2,23,2.53,39.8,374,LOW,LOW,0
49,2025-01-03,0,4,Friday,1,0,1,0,None,0,Clear,12.1,0.0,374,44056,162,136,107,4,24,2.57,14.4,374,LOW,LOW,0
50,2025-01-03,1,4,Friday,1,0,1,0,None,0,Light Rain,14.6,3.0,374,44056,22,24,51,4,16,3.01,12.5,50,LOW,LOW,0
51,2025-01-03,2,4,Friday,1,0,1,0,None,0,Cloudy,15.8,0.0,50,44056,136,100,54,3,19,2.51,8.2,265,LOW,LOW,0
52,2025-01-03,3,4,Friday,1,0,1,0,None,0,Clear,16.5,0.0,265,44056,20,20,30,3,22,2.65,11.9,50,LOW,LOW,0
53,2025-01-03,4,4,Friday,1,0,1,0,None,0,Clear,13.8,0.0,50,44056,336,317,243,3,28,2.45,33.3,642,LOW,LOW,0
54,2025-01-03,5,4,Friday,1,0,1,0,None,0,Clear,18.5,0.0,642,44056,620,534,445,2,17,2.49,81.3,1189,LOW,LOW,0
55,2025-01-03,6,4,Friday,1,0,1,0,None,0,Cloudy,16.9,0.0,1189,44056,980,814,686,3,19,2.82,85.3,1914,LOW,LOW,0
56,2025-01-03,7,4,Friday,1,0,1,0,None,0,Clear,18.0,0.0,1914,44056,1547,1321,1592,3,17,3.13,184.9,2982,LOW,MEDIUM,0
57,2025-01-03,8,4,Friday,1,0,1,0,None,0,Clear,23.7,0.0,2982,44056,1757,1645,2683,2,23,2.63,453.1,3417,MODERATE,CRITICAL,0
58,2025-01-03,9,4,Friday,1,0,1,0,None,0,Clear,22.1,0.0,3417,44056,1674,1348,1976,3,25,2.45,224.4,3478,MODERATE,HIGH,0
59,2025-01-03,10,4,Friday,1,0,1,0,None,0,Clear,25.3,0.0,3478,44056,1251,1161,1602,2,23,2.88,275.4,2630,LOW,HIGH,0
60,2025-01-03,11,4,Friday,1,0,1,0,None,0,Clear,25.2,0.0,2630,44056,850,659,646,3,29,3.04,80.7,1579,LOW,LOW,0
61,2025-01-03,12,4,Friday,1,0,1,0,None,0,Clear,23.5,0.0,1579,44056,416,370,305,3,28,2.9,40.5,921,LOW,LOW,0
62,2025-01-03,13,4,Friday,1,0,1,0,None,0,Clear,22.6,0.0,921,44056,522,371,361,3,23,2.53,47.7,1056,LOW,LOW,0
63,2025-01-03,14,4,Friday,1,0,1,0,None,0,Clear,28.2,0.0,1056,44056,493,554,371,2,26,2.52,68.1,1144,LOW,LOW,0
64,2025-01-03,15,4,Friday,1,0,1,0,None,0,Cloudy,22.7,0.0,1144,44056,862,665,490,3,21,2.86,61.0,1782,LOW,LOW,0
65,2025-01-03,16,4,Friday,1,0,1,0,None,0,Clear,20.8,0.0,1782,44056,1332,1179,1753,2,17,2.71,297.6,2627,LOW,HIGH,0
66,2025-01-03,17,4,Friday,1,0,1,0,None,0,Clear,22.0,0.0,2627,44056,1523,1492,1113,1,27,2.47,289.8,3315,MODERATE,HIGH,0
67,2025-01-03,18,4,Friday,1,0,1,0,None,0,Clear,17.5,0.0,3315,44056,1756,1514,1662,4,27,2.25,146.0,3893,MODERATE,MEDIUM,0
68,2025-01-03,19,4,Friday,1,0,1,0,None,0,Clear,16.6,0.0,3893,44056,1877,1498,2250,3,17,2.96,257.8,3541,MODERATE,HIGH,0
69,2025-01-03,20,4,Friday,1,0,1,0,None,0,Clear,20.7,0.0,3541,44056,1525,1445,2039,2,17,2.95,343.1,2904,LOW,CRITICAL,0
70,2025-01-03,21,4,Friday,1,0,1,0,None,0,Cloudy,17.3,0.0,2904,44056,874,999,766,3,24,2.33,87.7,2051,LOW,MEDIUM,0
71,2025-01-03,22,4,Friday,1,0,1,0,None,0,Clear,15.1,0.0,2051,44056,644,552,558,3,18,2.72,70.2,1405,LOW,LOW,0
72,2025-01-03,23,4,Friday,1,0,1,0,None,0,Light Rain,12.5,10.8,1405,44056,284,232,127,2,22,2.7,28.5,582,LOW,LOW,0
73,2025-01-04,0,5,Saturday,1,1,1,0,None,0,Clear,14.1,0.0,582,43791,322,281,248,2,27,2.29,45.2,620,LOW,LOW,0
74,2025-01-04,1,5,Saturday,1,1,1,0,None,0,Heavy Rain,14.8,28.4,620,43791,163,140,42,4,25,2.83,11.7,313,LOW,LOW,0
75,2025-01-04,2,5,Saturday,1,1,1,0,None,0,Clear,16.9,0.0,313,43791,133,147,161,2,25,2.65,32.3,301,LOW,LOW,0
76,2025-01-04,3,5,Saturday,1,1,1,0,None,0,Clear,17.8,0.0,301,43791,96,97,59,2,25,2.63,15.3,213,LOW,LOW,0
77,2025-01-04,4,5,Saturday,1,1,1,0,None,0,Clear,18.8,0.0,213,43791,477,567,449,3,18,2.91,60.2,1182,LOW,LOW,0
78,2025-01-04,5,5,Saturday,1,1,1,0,None,0,Clear,17.7,0.0,1182,43791,806,678,720,3,26,2.36,83.6,1850,LOW,LOW,0
79,2025-01-04,6,5,Saturday,1,1,1,0,None,0,Clear,17.1,0.0,1850,43791,1543,1331,1501,3,18,2.73,179.4,2845,LOW,MEDIUM,0
80,2025-01-04,7,5,Saturday,1,1,1,0,None,0,Clear,20.3,0.0,2845,43791,1882,1630,2563,3,22,2.64,290.0,4331,MODERATE,CRITICAL,0
81,2025-01-04,8,5,Saturday,1,1,1,0,None,0,Clear,21.9,0.0,4331,43791,2101,2345,3054,3,25,2.53,351.6,4966,MODERATE,CRITICAL,0
82,2025-01-04,9,5,Saturday,1,1,1,0,None,1,Light Rain,24.9,5.2,4966,43791,2268,1996,3377,3,16,3.14,380.7,4918,MODERATE,CRITICAL,0
83,2025-01-04,10,5,Saturday,1,1,1,0,None,1,Clear,23.6,0.0,4918,43791,1807,1679,1625,4,22,2.98,144.6,3828,MODERATE,MEDIUM,0
84,2025-01-04,11,5,Saturday,1,1,1,0,None,1,Cloudy,27.6,0.0,3828,43791,1432,1238,974,4,25,2.87,92.2,2725,LOW,MEDIUM,0
85,2025-01-04,12,5,Saturday,1,1,1,0,None,0,Light Rain,24.7,6.0,2725,43791,954,867,627,3,17,2.93,79.0,1826,LOW,MEDIUM,1
86,2025-01-04,13,5,Saturday,1,1,1,0,None,0,Clear,22.6,0.0,1826,43791,819,842,635,2,26,2.88,109.4,1704,LOW,MEDIUM,0
87,2025-01-04,14,5,Saturday,1,1,1,0,None,0,Light Rain,23.7,5.6,1704,43791,837,690,577,3,16,2.99,72.5,1719,LOW,LOW,0
88,2025-01-04,15,5,Saturday,1,1,1,0,None,0,Clear,22.7,0.0,1719,43791,1116,1264,882,3,21,2.51,98.8,2532,LOW,MEDIUM,0
89,2025-01-04,16,5,Saturday,1,1,1,0,None,0,Cloudy,24.2,0.0,2532,43791,1526,1498,2347,2,29,2.66,394.7,3611,MODERATE,CRITICAL,0
90,2025-01-04,17,5,Saturday,1,1,1,0,None,1,Clear,23.8,0.0,3611,43791,2261,1841,3799,2,15,2.98,643.4,4544,MODERATE,CRITICAL,0
91,2025-01-04,18,5,Saturday,1,1,1,0,None,1,Light Rain,21.1,12.1,4544,43791,2226,1882,2205,5,37,2.41,152.8,5304,MODERATE,HIGH,0
92,2025-01-04,19,5,Saturday,1,1,1,0,None,1,Cloudy,20.9,0.0,5304,43791,2339,1873,3372,1,15,2.87,1152.9,4800,MODERATE,CRITICAL,0
93,2025-01-04,20,5,Saturday,1,1,1,0,None,0,Clear,21.2,0.0,4800,43791,2066,1824,3265,2,25,2.55,549.9,3907,MODERATE,CRITICAL,1
94,2025-01-04,21,5,Saturday,1,1,1,0,None,0,Clear,15.9,0.0,3907,43791,1395,1060,2003,2,19,2.81,340.6,2921,LOW,CRITICAL,0
95,2025-01-04,22,5,Saturday,1,1,1,0,None,0,Clear,18.4,0.0,2921,43791,882,759,796,4,18,3.08,74.2,2077,LOW,LOW,0
96,2025-01-04,23,5,Saturday,1,1,1,0,None,0,Cloudy,14.2,0.0,2077,43791,339,274,276,4,16,2.93,33.6,635,LOW,LOW,0
97,2025-01-05,0,6,Sunday,1,1,1,0,None,0,Cloudy,14.0,0.0,635,63672,157,115,127,4,18,2.79,17.5,289,LOW,LOW,0
98,2025-01-05,1,6,Sunday,1,1,1,0,None,0,Clear,18.4,0.0,289,63672,42,41,65,3,16,3.18,14.9,106,LOW,LOW,0
99,2025-01-05,2,6,Sunday,1,1,1,0,None,0,Clear,13.8,0.0,106,63672,26,21,101,4,15,2.91,18.4,50,LOW,LOW,0
100,2025-01-05,3,6,Sunday,1,1,1,0,None,0,Clear,16.4,0.0,50,63672,165,154,126,2,24,2.78,26.2,335,LOW,LOW,0
101,2025-01-05,4,6,Sunday,1,1,1,0,None,0,Clear,17.5,0.0,335,63672,628,575,528,2,28,2.22,92.6,1346,LOW,LOW,0
102,2025-01-05,5,6,Sunday,1,1,1,0,None,0,Cloudy,17.0,0.0,1346,63672,994,818,998,2,29,2.11,172.2,2124,LOW,MEDIUM,0
103,2025-01-05,6,6,Sunday,1,1,1,0,None,0,Clear,22.3,0.0,2124,63672,1306,1483,1870,2,17,3.35,321.0,3222,MODERATE,CRITICAL,0
104,2025-01-05,7,6,Sunday,1,1,1,0,None,0,Clear,21.9,0.0,3222,63672,2351,1548,3821,2,22,2.74,641.1,4351,MODERATE,CRITICAL,0
105,2025-01-05,8,6,Sunday,1,1,1,0,None,0,Clear,23.9,0.0,4351,63672,2460,2339,2565,5,35,2.13,177.9,5199,MODERATE,HIGH,0
106,2025-01-05,9,6,Sunday,1,1,1,0,None,1,Cloudy,22.0,0.0,5199,63672,2658,2485,3348,4,38,2.23,289.6,5056,MODERATE,CRITICAL,0
107,2025-01-05,10,6,Sunday,1,1,1,0,None,1,Clear,26.0,0.0,5056,63672,1839,1793,2976,2,24,2.55,502.2,4007,MODERATE,CRITICAL,0
108,2025-01-05,11,6,Sunday,1,1,1,0,None,1,Clear,25.3,0.0,4007,63672,1357,1279,1203,3,19,3.01,142.8,2715,LOW,MEDIUM,0
109,2025-01-05,12,6,Sunday,1,1,1,0,None,0,Clear,24.7,0.0,2715,63672,828,819,581,3,20,2.4,69.0,1804,LOW,LOW,0
110,2025-01-05,13,6,Sunday,1,1,1,0,None,0,Clear,22.8,0.0,1804,63672,866,700,649,3,20,2.74,78.9,1637,LOW,LOW,0
111,2025-01-05,14,6,Sunday,1,1,1,0,None,0,Clear,25.9,0.0,1637,63672,1064,933,751,3,26,2.69,90.4,2039,LOW,MEDIUM,0
112,2025-01-05,15,6,Sunday,1,1,1,0,None,0,Clear,23.4,0.0,2039,63672,1058,1115,1169,2,19,2.48,202.0,2372,LOW,MEDIUM,0
113,2025-01-05,16,6,Sunday,1,1,1,0,None,0,Clear,21.0,0.0,2372,63672,1427,1432,2079,2,25,2.73,349.3,3341,MODERATE,CRITICAL,0
114,2025-01-05,17,6,Sunday,1,1,1,0,None,1,Cloudy,22.0,0.0,3341,63672,2169,2092,3005,3,29,2.48,341.1,4426,MODERATE,CRITICAL,0
115,2025-01-05,18,6,Sunday,1,1,1,0,None,1,Clear,18.1,0.0,4426,63672,2649,2093,2711,5,30,2.56,185.0,5062,MODERATE,HIGH,0
116,2025-01-05,19,6,Sunday,1,1,1,0,None,1,Cloudy,21.9,0.0,5062,63672,2426,2156,4173,2,15,2.69,702.9,4890,MODERATE,CRITICAL,0
117,2025-01-05,20,6,Sunday,1,1,1,0,None,0,Clear,16.3,0.0,4890,63672,2141,2119,2927,3,25,2.99,331.7,4250,MODERATE,CRITICAL,0
118,2025-01-05,21,6,Sunday,1,1,1,0,None,0,Clear,16.2,0.0,4250,63672,1320,995,1111,3,16,2.84,132.3,2763,LOW,MEDIUM,0
119,2025-01-05,22,6,Sunday,1,1,1,0,None,0,Cloudy,12.7,0.0,2763,63672,1097,897,782,3,25,2.75,92.0,1998,LOW,MEDIUM,0
120,2025-01-05,23,6,Sunday,1,1,1,0,None,0,Clear,15.1,0.0,1998,63672,258,256,225,3,16,3.23,30.0,553,LOW,LOW,0
121,2025-01-06,0,0,Monday,1,0,0,0,None,0,Clear,13.4,0.0,553,63935,110,109,196,4,28,2.65,23.4,230,LOW,LOW,0
122,2025-01-06,1,0,Monday,1,0,0,0,None,0,Cloudy,14.7,0.0,230,63935,27,21,10,3,16,2.8,4.1,50,LOW,LOW,0
123,2025-01-06,2,0,Monday,1,0,0,0,None,0,Clear,15.7,0.0,50,63935,119,136,101,4,27,2.58,17.2,278,LOW,LOW,0
124,2025-01-06,3,0,Monday,1,0,0,0,None,0,Cloudy,16.0,0.0,278,63935,67,53,34,3,17,2.94,11.6,133,LOW,LOW,0
125,2025-01-06,4,0,Monday,1,0,0,0,None,0,Light Rain,17.5,9.3,133,63935,430,370,298,3,17,2.73,41.2,905,LOW,LOW,0
126,2025-01-06,5,0,Monday,1,0,0,0,None,0,Clear,18.8,0.0,905,63935,593,538,413,3,18,2.86,56.8,1203,LOW,LOW,0
127,2025-01-06,6,0,Monday,1,0,0,0,None,0,Clear,19.2,0.0,1203,63935,833,910,752,2,19,2.72,128.3,2007,LOW,MEDIUM,0
128,2025-01-06,7,0,Monday,1,0,0,0,None,0,Clear,22.7,0.0,2007,63935,1454,1277,1341,3,21,2.68,149.2,2776,LOW,MEDIUM,0
129,2025-01-06,8,0,Monday,1,0,0,0,None,0,Cloudy,22.7,0.0,2776,63935,1450,1650,2089,2,15,2.99,350.7,3326,MODERATE,CRITICAL,0
130,2025-01-06,9,0,Monday,1,0,0,0,None,0,Clear,26.6,0.0,3326,63935,1480,1327,1511,3,22,3.06,175.0,3244,MODERATE,MEDIUM,0
131,2025-01-06,10,0,Monday,1,0,0,0,None,0,Cloudy,26.0,0.0,3244,63935,1268,857,941,3,18,3.08,115.8,2411,LOW,MEDIUM,0
132,2025-01-06,11,0,Monday,1,0,0,0,None,0,Clear,26.7,0.0,2411,63935,824,782,1688,2,26,2.56,268.5,1730,LOW,CRITICAL,0
133,2025-01-06,12,0,Monday,1,0,0,0,None,0,Cloudy,23.0,0.0,1730,63935,529,400,430,3,26,2.78,57.2,1061,LOW,LOW,0
134,2025-01-06,13,0,Monday,1,0,0,0,None,0,Clear,23.7,0.0,1061,63935,485,360,308,3,24,2.99,46.2,1013,LOW,LOW,0
135,2025-01-06,14,0,Monday,1,0,0,0,None,0,Cloudy,23.8,0.0,1013,63935,455,414,452,4,18,2.68,43.8,999,LOW,LOW,0
136,2025-01-06,15,0,Monday,1,0,0,0,None,0,Clear,23.1,0.0,999,63935,693,733,567,4,28,2.81,53.9,1583,LOW,LOW,0
137,2025-01-06,16,0,Monday,1,0,0,0,None,0,Cloudy,22.8,0.0,1583,63935,861,794,761,4,29,2.4,68.1,2119,LOW,LOW,0
138,2025-01-06,17,0,Monday,1,0,0,0,None,0,Cloudy,22.2,0.0,2119,63935,1653,1546,1927,3,19,2.93,223.7,3411,MODERATE,HIGH,0
139,2025-01-06,18,0,Monday,1,0,0,0,None,0,Clear,19.7,0.0,3411,63935,1703,1621,3718,4,18,2.99,302.8,3525,MODERATE,CRITICAL,0
140,2025-01-06,19,0,Monday,1,0,0,0,None,0,Clear,17.8,0.0,3525,63935,1481,1228,1187,4,20,2.98,105.4,3300,MODERATE,MEDIUM,1
141,2025-01-06,20,0,Monday,1,0,0,0,None,0,Cloudy,17.8,0.0,3300,63935,1454,1010,1313,3,21,3.05,152.1,2883,LOW,MEDIUM,0
142,2025-01-06,21,0,Monday,1,0,0,0,None,0,Clear,20.3,0.0,2883,63935,1190,893,894,3,25,2.67,109.3,2287,LOW,MEDIUM,0
143,2025-01-06,22,0,Monday,1,0,0,0,None,0,Clear,16.7,0.0,2287,63935,735,587,516,3,22,2.39,63.1,1578,LOW,LOW,0
144,2025-01-06,23,0,Monday,1,0,0,0,None,0,Heavy Rain,15.0,43.0,1578,63935,138,136,208,3,26,2.56,32.2,331,LOW,LOW,0
145,2025-01-07,0,1,Tuesday,1,0,0,0,None,0,Clear,12.9,0.0,331,42383,26,19,10,2,15,3.03,11.8,50,LOW,LOW,0
146,2025-01-07,1,1,Tuesday,1,0,0,0,None,0,Cloudy,14.9,0.0,50,42383,25,21,10,2,16,3.3,8.8,50,LOW,LOW,0
147,2025-01-07,2,1,Tuesday,1,0,0,0,None,0,Clear,16.3,0.0,50,42383,27,23,10,3,29,2.35,7.9,66,LOW,LOW,0
148,2025-01-07,3,1,Tuesday,1,0,0,0,None,0,Cloudy,16.1,0.0,66,42383,153,136,119,2,22,2.28,27.7,380,LOW,LOW,0
149,2025-01-07,4,1,Tuesday,1,0,0,0,None,0,Clear,17.9,0.0,380,42383,349,353,344,3,29,2.35,41.3,857,LOW,LOW,0
150,2025-01-07,5,1,Tuesday,1,0,0,0,None,0,Heavy Rain,19.6,33.3,857,42383,358,391,271,2,18,3.1,59.6,820,LOW,LOW,0
151,2025-01-07,6,1,Tuesday,1,0,0,0,None,0,Cloudy,20.3,0.0,820,42383,899,810,693,3,16,3.15,79.0,1918,LOW,LOW,0
152,2025-01-07,7,1,Tuesday,1,0,0,0,None,0,Clear,19.8,0.0,1918,42383,1640,1204,1771,3,15,2.86,202.7,3168,MODERATE,HIGH,0
153,2025-01-07,8,1,Tuesday,1,0,0,0,None,0,Clear,23.0,0.0,3168,42383,1548,1484,1288,4,28,2.55,113.3,3554,MODERATE,MEDIUM,0
154,2025-01-07,9,1,Tuesday,1,0,0,0,None,0,Cloudy,28.3,0.0,3554,42383,1705,1400,1376,4,18,2.97,125.5,3564,MODERATE,MEDIUM,0
155,2025-01-07,10,1,Tuesday,1,0,0,0,None,0,Clear,24.4,0.0,3564,42383,1446,1107,1927,2,25,2.59,325.3,2787,LOW,CRITICAL,0
156,2025-01-07,11,1,Tuesday,1,0,0,0,None,0,Clear,25.5,0.0,2787,42383,855,919,658,3,29,2.76,83.6,1848,LOW,LOW,0
157,2025-01-07,12,1,Tuesday,1,0,0,0,None,0,Clear,26.8,0.0,1848,42383,668,746,585,3,28,2.51,71.7,1624,LOW,LOW,0
158,2025-01-07,13,1,Tuesday,1,0,0,0,None,0,Clear,26.8,0.0,1624,42383,569,434,445,3,22,2.88,54.5,1086,LOW,LOW,0
159,2025-01-07,14,1,Tuesday,1,0,0,0,None,0,Clear,23.7,0.0,1086,42383,499,444,401,3,26,2.55,51.9,1004,LOW,LOW,0
160,2025-01-07,15,1,Tuesday,1,0,0,0,None,0,Cloudy,23.5,0.0,1004,42383,907,659,705,2,17,2.83,126.5,1718,LOW,MEDIUM,0
161,2025-01-07,16,1,Tuesday,1,0,0,0,None,0,Clear,21.0,0.0,1718,42383,1118,1102,1280,2,19,2.96,222.3,2246,LOW,HIGH,0
162,2025-01-07,17,1,Tuesday,1,0,0,0,None,0,Cloudy,23.0,0.0,2246,42383,1564,1275,1587,3,21,2.85,183.3,2953,LOW,MEDIUM,0
163,2025-01-07,18,1,Tuesday,1,0,0,0,None,0,Clear,20.5,0.0,2953,42383,1582,1735,2458,2,27,2.72,414.1,3566,MODERATE,CRITICAL,0
164,2025-01-07,19,1,Tuesday,1,0,0,0,None,0,Light Rain,20.3,3.4,3566,42383,1399,1463,2209,2,18,3.06,371.8,3483,MODERATE,CRITICAL,0
165,2025-01-07,20,1,Tuesday,1,0,0,0,None,0,Cloudy,18.1,0.0,3483,42383,1250,1058,1135,3,28,2.44,132.4,2924,LOW,HIGH,1
166,2025-01-07,21,1,Tuesday,1,0,0,0,None,0,Clear,15.8,0.0,2924,42383,1110,932,1247,2,16,3.1,222.3,2070,LOW,HIGH,0
